Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
382,383,Female,Loyal Customer,49,Business travel,Business,4792,3,1,4,0,0,1,0,4,1,4,3,1,0,4,68,81.0,neutral or dissatisfied
383,384,Male,Loyal Customer,46,Business travel,Eco Plus,4646,0,0,0,4,3,5,1,3,4,1,5,3,0,4,135,145.0,satisfied
384,385,Male,disloyal Customer,60,Personal Travel,Business,656,4,4,5,1,5,0,3,1,1,4,3,0,4,2,95,102.0,neutral or dissatisfied
385,386,Female,Loyal Customer,19,Personal Travel,Eco,3187,4,5,3,2,0,1,1,2,1,3,1,4,1,4,118,120.0,neutral or dissatisfied
386,387,Male,Loyal Customer,40,Business travel,Eco,3366,4,0,4,2,4,4,1,0,1,0,1,0,0,3,273,298.0,neutral or dissatisfied
387,388,Male,Loyal Customer,36,Business travel,Eco,3667,2,1,2,0,0,4,3,3,2,3,1,3,1,5,176,195.0,satisfied
388,389,Male,Loyal Customer,48,Business travel,Eco,2156,1,1,2,4,1,5,0,5,3,5,5,1,0,2,236,251.0,neutral or dissatisfied
389,390,Male,Loyal Customer,68,Business travel,Eco,3999,3,5,1,3,4,4,3,1,0,3,4,2,2,3,271,294.0,neutral or dissatisfied
390,391,Male,disloyal Customer,22,Business travel,Eco Plus,1116,4,2,4,1,3,4,4,2,3,2,5,3,0,4,276,276.0,satisfied
391,392,Male,disloyal Customer,36,Business travel,Business,2162,0,5,2,0,4,3,3,1,4,1,3,2,1,2,137,149.0,neutral or dissatisfied
392,393,Female,disloyal Customer,51,Business travel,Eco Plus,938,4,3,2,2,4,0,2,4,2,5,4,0,4,3,131,160.0,neutral or dissatisfied
393,394,Female,Loyal Customer,27,Personal Travel,Eco,1737,5,0,5,5,3,3,4,3,5,5,4,4,1,4,43,64.0,satisfied
394,395,Male,Loyal Customer,42,Business travel,Eco,4421,1,2,1,5,3,4,1,0,2,5,3,1,3,1,122,121.0,neutral or dissatisfied
395,396,Female,Loyal Customer,19,Business travel,Business,3596,1,4,3,4,5,2,4,2,1,0,4,3,1,1,135,136.0,neutral or dissatisfied
396,397,Female,Loyal Customer,28,Business travel,Eco,1913,3,3,2,4,1,3,0,1,1,4,2,1,2,0,125,129.0,neutral or dissatisfied
397,398,Female,disloyal Customer,67,Business travel,Business,3579,2,2,0,0,3,4,0,3,4,2,3,2,5,1,274,278.0,satisfied
398,399,Female,Loyal Customer,48,Business travel,Eco Plus,1551,3,0,0,3,2,4,3,1,5,1,3,2,2,3,63,85.0,satisfied
399,400,Male,Loyal Customer,73,Personal Travel,Eco,2413,4,1,3,2,2,0,4,3,2,0,2,5,2,5,295,,neutral or dissatisfied
400,401,Female,Loyal Customer,32,Business travel,Eco,1614,5,4,4,0,1,5,1,4,5,3,5,4,0,1,231,260.0,satisfied
401,402,Female,Loyal Customer,26,Business travel,Eco,1331,0,5,1,3,0,1,0,1,0,1,5,2,2,2,50,79.0,neutral or dissatisfied
402,403,Male,Loyal Customer,40,Personal Travel,Business,1745,3,0,5,4,0,3,5,4,3,5,5,4,1,2,136,,satisfied
403,404,Male,Loyal Customer,36,Personal Travel,Business,3099,2,3,0,5,2,3,1,5,2,1,4,5,5,2,157,,neutral or dissatisfied
404,405,Female,Loyal Customer,26,Personal Travel,Eco,3540,3,3,0,1,3,3,5,5,5,1,2,3,4,1,55,,satisfied
405,406,Female,disloyal Customer,52,Business travel,Eco Plus,4156,1,1,3,5,1,4,2,2,0,3,3,5,2,1,80,93.0,neutral or dissatisfied
406,407,Female,disloyal Customer,38,Personal Travel,Business,405,4,1,4,2,0,0,5,4,0,4,3,4,1,0,231,253.0,neutral or dissatisfied
407,408,Female,Loyal Customer,26,Business travel,Eco,3636,4,4,4,2,0,4,0,3,3,2,3,2,0,5,127,125.0,satisfied
408,409,Female,Loyal Customer,45,Business travel,Eco Plus,1823,4,5,3,5,4,4,3,2,0,5,4,0,0,5,125,138.0,satisfied
409,410,Female,Loyal Customer,63,Business travel,Eco,1789,4,4,0,5,2,5,2,1,4,4,4,4,4,4,79,87.0,satisfied
410,411,Male,Loyal Customer,68,Business travel,Eco,1617,4,1,1,3,3,2,4,1,0,0,5,1,4,0,174,199.0,neutral or dissatisfied
411,412,Female,Loyal Customer,24,Business travel,Business,4017,4,1,0,0,1,0,1,3,5,5,4,0,1,3,144,166.0,satisfied
412,413,Female,Loyal Customer,33,Business travel,Business,519,0,3,4,4,0,3,0,0,4,2,5,4,4,2,125,,neutral or dissatisfied
413,414,Male,Loyal Customer,33,Personal Travel,Eco,3036,2,1,5,3,4,1,2,0,0,0,5,1,4,1,181,176.0,neutral or dissatisfied
414,415,Male,Loyal Customer,50,Personal Travel,Eco,3962,4,2,0,1,2,3,2,1,1,3,3,5,0,4,218,235.0,neutral or dissatisfied
415,416,Male,Loyal Customer,21,Personal Travel,Eco,4329,2,0,1,5,2,4,0,3,0,4,4,0,1,4,277,299.0,neutral or dissatisfied
416,417,Male,Loyal Customer,21,Business travel,Eco,1550,5,1,2,1,1,0,4,0,4,5,5,4,5,1,82,,neutral or dissatisfied
417,418,Female,disloyal Customer,56,Personal Travel,Eco,3196,4,4,0,1,0,0,4,4,0,1,2,3,4,0,140,,neutral or dissatisfied
418,419,Female,disloyal Customer,57,Business travel,Eco,3361,3,5,3,3,1,0,3,1,0,2,2,5,1,4,94,113.0,neutral or dissatisfied
419,420,Female,Loyal Customer,34,Personal Travel,Eco Plus,1264,4,5,2,4,1,2,5,5,0,5,4,1,2,5,193,205.0,satisfied
420,421,Female,disloyal Customer,54,Business travel,Eco Plus,1969,1,5,3,2,5,3,4,4,4,1,3,3,0,0,109,109.0,neutral or dissatisfied
421,422,Female,Loyal Customer,56,Personal Travel,Eco Plus,1919,0,2,3,0,4,2,3,3,0,5,3,2,5,1,51,64.0,neutral or dissatisfied
422,423,Female,disloyal Customer,69,Business travel,Business,2805,3,4,3,2,2,5,5,5,3,0,5,5,0,0,102,108.0,satisfied
423,424,Male,disloyal Customer,46,Personal Travel,Eco Plus,3615,3,2,0,4,5,1,2,4,5,1,4,5,0,5,100,,satisfied
424,425,Female,Loyal Customer,69,Personal Travel,Business,1442,1,1,4,2,3,5,0,0,3,1,2,4,3,2,141,170.0,neutral or dissatisfied
425,426,Male,Loyal Customer,53,Business travel,Eco,2326,4,0,2,5,2,4,4,0,4,5,5,4,1,1,200,195.0,satisfied
426,427,Male,Loyal Customer,55,Business travel,Eco Plus,1179,0,5,1,5,2,2,3,5,1,3,5,1,2,5,198,197.0,neutral or dissatisfied
427,428,Female,Loyal Customer,56,Personal Travel,Eco Plus,4306,3,4,4,3,4,2,2,2,3,3,1,5,4,1,283,278.0,neutral or dissatisfied
428,429,Male,Loyal Customer,67,Business travel,Business,4663,0,5,0,1,3,5,4,1,5,4,4,4,2,5,216,218.0,satisfied
429,430,Female,Loyal Customer,54,Personal Travel,Business,2879,3,2,3,4,0,4,1,5,2,0,5,2,1,5,45,57.0,satisfied
430,431,Male,Loyal Customer,69,Business travel,Business,2628,4,3,1,4,3,0,2,3,5,3,2,4,0,4,27,30.0,satisfied
431,432,Female,disloyal Customer,52,Business travel,Eco Plus,913,5,1,2,2,0,4,4,1,3,5,1,5,3,4,1,0.0,satisfied
432,433,Male,disloyal Customer,24,Business travel,Business,2131,3,0,4,3,3,3,2,4,2,3,2,0,1,4,16,14.0,satisfied
433,434,Female,Loyal Customer,44,Business travel,Eco,422,5,1,5,2,1,5,0,3,4,4,3,3,5,2,76,99.0,satisfied
434,435,Female,Loyal Customer,45,Personal Travel,Eco,3069,3,3,4,2,3,4,0,3,5,2,1,5,5,2,164,159.0,neutral or dissatisfied
435,436,Female,Loyal Customer,39,Business travel,Eco,1003,2,0,1,4,5,0,0,0,1,4,1,2,1,5,96,120.0,neutral or dissatisfied
436,437,Female,Loyal Customer,31,Business travel,Eco,1641,4,3,0,2,5,4,5,4,2,1,5,5,4,3,104,99.0,satisfied
437,438,Female,disloyal Customer,24,Business travel,Business,3603,1,1,2,1,4,2,1,0,2,1,3,2,2,1,23,20.0,neutral or dissatisfied
438,439,Male,Loyal Customer,54,Business travel,Eco,2753,5,2,1,2,0,1,0,0,5,3,5,5,2,4,199,215.0,neutral or dissatisfied
439,440,Male,Loyal Customer,39,Personal Travel,Eco,2576,1,1,3,1,2,2,1,2,3,3,4,3,4,1,34,,neutral or dissatisfied
440,441,Male,Loyal Customer,22,Personal Travel,Business,3440,4,1,2,4,4,1,0,0,2,4,2,3,3,5,1,13.0,neutral or dissatisfied
441,442,Female,Loyal Customer,72,Business travel,Eco,4343,1,1,4,3,5,4,5,1,4,4,2,2,0,0,288,,neutral or dissatisfied
442,443,Male,Loyal Customer,19,Personal Travel,Business,1241,4,4,1,5,5,3,2,3,5,5,5,5,0,5,137,151.0,satisfied
443,444,Female,disloyal Customer,44,Personal Travel,Eco,949,1,3,4,1,0,4,4,0,4,0,2,3,5,2,61,86.0,neutral or dissatisfied
444,445,Female,Loyal Customer,38,Business travel,Eco,466,5,3,4,3,5,0,4,5,5,5,2,1,3,3,298,322.0,satisfied
445,446,Male,Loyal Customer,71,Personal Travel,Business,2997,2,5,4,3,5,4,0,1,4,1,4,5,4,0,196,206.0,neutral or dissatisfied
446,447,Male,Loyal Customer,55,Business travel,Eco,1189,1,3,0,1,0,1,4,4,3,5,3,3,1,1,58,54.0,neutral or dissatisfied
447,448,Female,disloyal Customer,32,Business travel,Eco,4141,5,5,4,4,5,2,0,3,5,4,1,0,2,2,264,275.0,satisfied
448,449,Male,disloyal Customer,38,Personal Travel,Eco,2138,3,4,3,0,2,3,0,5,1,5,5,0,1,4,187,191.0,neutral or dissatisfied
449,450,Female,Loyal Customer,27,Business travel,Eco Plus,2960,4,2,3,3,1,4,3,5,3,2,5,1,2,0,62,63.0,satisfied
450,451,Female,Loyal Customer,40,Personal Travel,Eco,4370,0,5,2,3,4,4,3,4,4,0,4,3,1,2,278,281.0,neutral or dissatisfied
451,452,Female,Loyal Customer,73,Personal Travel,Business,1954,0,1,5,4,2,2,3,5,5,4,4,0,4,1,29,,satisfied
452,453,Female,Loyal Customer,56,Business travel,Business,4783,4,2,4,4,2,3,1,1,3,3,1,5,4,5,170,,satisfied
453,454,Female,disloyal Customer,22,Personal Travel,Business,594,2,4,4,2,1,5,3,4,4,5,3,4,3,1,20,23.0,satisfied
454,455,Male,Loyal Customer,18,Business travel,Eco,3282,1,3,1,4,4,4,0,5,0,4,5,3,1,0,298,316.0,neutral or dissatisfied
455,456,Male,Loyal Customer,30,Business travel,Eco,1884,2,5,0,3,2,4,5,4,0,3,4,1,1,0,200,205.0,neutral or dissatisfied
456,457,Female,Loyal Customer,38,Personal Travel,Eco,3610,0,1,5,1,5,5,5,4,2,3,5,3,3,5,134,136.0,satisfied
457,458,Female,Loyal Customer,43,Personal Travel,Eco,3886,5,0,2,0,1,1,2,0,1,1,2,2,3,0,271,290.0,neutral or dissatisfied
458,459,Male,Loyal Customer,67,Business travel,Business,4230,4,0,5,2,4,1,3,0,0,1,5,2,4,3,22,18.0,neutral or dissatisfied
459,460,Male,disloyal Customer,62,Business travel,Business,1098,4,2,4,1,3,0,5,0,4,4,3,0,4,4,86,,satisfied
460,461,Female,Loyal Customer,38,Personal Travel,Business,4569,2,3,1,0,0,2,3,5,3,4,3,2,5,2,30,48.0,satisfied
461,462,Male,Loyal Customer,70,Personal Travel,Business,1551,5,0,0,0,5,3,2,3,5,2,5,1,1,5,120,130.0,satisfied
462,463,Female,Loyal Customer,35,Personal Travel,Business,1851,2,2,2,0,1,4,5,1,3,0,2,0,4,1,68,81.0,satisfied
463,464,Male,Loyal Customer,54,Business travel,Eco Plus,2380,1,4,5,5,0,4,0,5,2,0,3,1,4,1,133,,neutral or dissatisfied
464,465,Female,Loyal Customer,62,Business travel,Business,4900,3,2,2,1,3,0,1,0,3,4,4,5,1,4,145,150.0,neutral or dissatisfied
465,466,Male,Loyal Customer,49,Business travel,Business,4758,5,2,4,2,2,4,3,4,0,1,5,1,3,0,262,262.0,satisfied
466,467,Female,disloyal Customer,53,Personal Travel,Business,3034,3,2,2,2,2,2,5,5,3,5,2,2,1,0,292,,satisfied
467,468,Male,Loyal Customer,34,Business travel,Business,3834,1,1,1,0,4,0,5,4,0,2,4,5,0,1,85,111.0,neutral or dissatisfied
468,469,Male,Loyal Customer,52,Business travel,Eco,3446,3,2,2,1,1,2,2,4,0,0,5,2,1,4,15,22.0,satisfied
469,470,Female,Loyal Customer,66,Personal Travel,Eco,1973,0,5,3,5,1,0,0,4,1,4,2,1,0,1,215,212.0,neutral or dissatisfied
470,471,Male,Loyal Customer,28,Business travel,Eco,4634,3,2,1,0,4,4,4,2,2,1,4,2,1,0,115,144.0,neutral or dissatisfied
471,472,Female,disloyal Customer,38,Personal Travel,Eco Plus,3903,1,1,5,4,0,0,5,3,4,1,3,2,0,5,117,128.0,neutral or dissatisfied
472,473,Male,disloyal Customer,69,Personal Travel,Business,2079,3,1,0,2,2,1,1,1,0,1,5,2,0,2,269,266.0,neutral or dissatisfied
473,474,Female,Loyal Customer,72,Personal Travel,Eco,798,4,4,0,3,2,3,2,1,5,5,5,3,1,0,161,189.0,neutral or dissatisfied
474,475,Male,Loyal Customer,70,Business travel,Business,1412,2,3,4,0,1,4,5,0,2,3,3,5,5,5,187,193.0,satisfied
475,476,Female,Loyal Customer,43,Business travel,Business,3062,0,0,4,4,1,5,5,2,4,5,1,5,4,2,103,121.0,satisfied
476,477,Male,Loyal Customer,21,Personal Travel,Business,3038,4,0,3,2,4,3,2,5,5,1,4,5,2,3,140,140.0,satisfied
477,478,Female,Loyal Customer,51,Personal Travel,Business,4887,4,2,5,5,3,4,2,5,3,4,3,1,4,4,166,171.0,satisfied
478,479,Male,Loyal Customer,69,Personal Travel,Business,2400,1,4,0,1,0,3,3,1,2,2,5,4,0,5,299,320.0,neutral or dissatisfied
479,480,Female,Loyal Customer,65,Business travel,Business,3297,2,2,0,2,5,1,5,3,5,5,4,1,1,3,27,45.0,satisfied
480,481,Female,Loyal Customer,35,Personal Travel,Eco,226,2,0,0,1,3,3,4,4,2,4,4,5,1,0,271,283.0,neutral or dissatisfied
481,482,Female,disloyal Customer,57,Personal Travel,Business,1291,5,1,0,1,3,0,1,0,2,1,1,0,1,4,49,70.0,neutral or dissatisfied
482,483,Male,Loyal Customer,52,Personal Travel,Business,2739,0,3,2,5,1,3,0,3,3,2,5,2,1,5,155,170.0,neutral or dissatisfied
483,484,Female,Loyal Customer,58,Personal Travel,Eco,4489,1,4,5,5,1,4,0,1,3,0,2,2,5,0,120,148.0,neutral or dissatisfied
484,485,Male,disloyal Customer,46,Personal Travel,Business,4016,0,1,1,0,1,5,4,2,2,0,1,4,2,4,139,166.0,satisfied
485,486,Female,Loyal Customer,69,Personal Travel,Business,1466,5,3,1,0,3,5,2,0,5,4,1,0,3,4,15,27.0,satisfied
486,487,Male,Loyal Customer,46,Business travel,Eco,1119,3,4,3,2,0,2,2,1,1,2,2,3,0,0,48,45.0,neutral or dissatisfied
487,488,Female,Loyal Customer,55,Business travel,Business,4179,4,4,2,5,1,3,2,5,0,4,2,1,2,0,163,181.0,satisfied
488,489,Male,Loyal Customer,59,Business travel,Business,4614,0,0,0,4,2,5,5,0,3,2,1,3,4,5,61,56.0,satisfied
489,490,Male,disloyal Customer,38,Business travel,Eco Plus,4639,4,1,0,2,0,3,2,1,1,2,4,0,3,4,153,153.0,neutral or dissatisfied
490,491,Female,disloyal Customer,59,Business travel,Business,784,1,4,4,3,2,5,2,5,3,4,3,4,3,5,149,,satisfied
491,492,Male,Loyal Customer,30,Business travel,Eco Plus,3729,3,5,4,1,0,3,5,5,2,2,3,0,1,4,72,88.0,satisfied
492,493,Male,Loyal Customer,66,Business travel,Eco,2987,1,4,3,1,1,4,5,4,1,5,1,4,2,5,68,70.0,satisfied
493,494,Female,Loyal Customer,58,Business travel,Business,1562,3,3,0,0,5,3,4,2,5,1,4,3,4,0,176,175.0,satisfied
494,495,Male,Loyal Customer,34,Personal Travel,Eco Plus,4186,3,0,3,4,4,4,3,4,5,2,2,3,1,0,1,4.0,satisfied
495,496,Male,Loyal Customer,73,Personal Travel,Eco Plus,2361,4,2,2,5,1,4,5,1,4,5,1,0,1,1,118,133.0,satisfied
496,497,Male,disloyal Customer,26,Business travel,Business,4280,1,0,1,5,3,2,1,3,0,2,5,0,5,5,6,28.0,satisfied
497,498,Female,Loyal Customer,58,Personal Travel,Eco,2941,1,2,0,0,5,5,2,4,0,5,4,2,0,1,254,252.0,neutral or dissatisfied
498,499,Male,disloyal Customer,18,Business travel,Business,1867,0,1,5,3,3,0,3,3,3,4,5,4,3,1,74,92.0,neutral or dissatisfied
499,500,Female,Loyal Customer,19,Business travel,Eco Plus,4280,1,1,2,2,0,4,0,5,0,0,5,2,4,3,194,196.0,neutral or dissatisfied
500,501,Male,Loyal Customer,65,Business travel,Business,3660,0,4,0,2,3,5,4,1,4,3,1,1,3,4,186,,satisfied
501,502,Male,Loyal Customer,46,Business travel,Eco Plus,2212,2,5,5,4,5,1,3,2,5,2,4,1,2,2,2,30.0,satisfied
502,503,Male,disloyal Customer,50,Personal Travel,Business,4858,2,1,4,0,5,3,5,3,1,3,5,0,0,3,183,197.0,satisfied
503,504,Female,disloyal Customer,27,Personal Travel,Eco,726,2,4,3,0,1,1,2,1,1,2,4,3,1,4,272,282.0,neutral or dissatisfied
504,505,Male,disloyal Customer,67,Business travel,Business,4259,5,0,4,3,2,3,2,3,5,4,3,1,0,2,51,55.0,satisfied
505,506,Male,Loyal Customer,57,Business travel,Eco Plus,3514,1,1,1,2,1,2,2,4,2,4,5,1,1,1,262,290.0,neutral or dissatisfied
506,507,Female,Loyal Customer,38,Business travel,Eco Plus,1475,5,0,4,0,0,4,3,1,5,5,5,2,0,2,132,,satisfied
507,508,Male,disloyal Customer,45,Business travel,Eco,1281,1,0,0,5,3,0,2,4,1,2,4,2,1,0,224,248.0,neutral or dissatisfied
508,509,Female,Loyal Customer,28,Business travel,Eco Plus,590,0,5,5,4,2,4,5,0,3,4,3,1,3,0,60,84.0,neutral or dissatisfied
509,510,Female,Loyal Customer,72,Business travel,Eco,3829,5,1,4,2,4,3,3,1,4,4,5,0,3,5,15,34.0,satisfied
510,511,Male,Loyal Customer,51,Personal Travel,Eco,3634,5,0,0,3,5,0,2,3,5,2,1,2,3,4,228,,satisfied
511,512,Female,disloyal Customer,25,Personal Travel,Eco,3396,5,5,1,4,2,4,0,0,2,5,4,1,3,3,194,208.0,neutral or dissatisfied
512,513,Male,disloyal Customer,39,Business travel,Business,2040,3,5,5,1,2,0,0,4,3,5,4,3,0,1,250,261.0,neutral or dissatisfied
513,514,Female,Loyal Customer,25,Personal Travel,Eco Plus,4508,0,1,4,5,1,3,1,4,5,5,5,2,1,4,47,,satisfied
514,515,Female,disloyal Customer,66,Business travel,Eco,1982,2,5,3,3,4,2,2,3,3,5,3,1,3,1,234,254.0,neutral or dissatisfied
515,516,Male,disloyal Customer,32,Business travel,Eco,3087,0,1,3,4,5,2,2,0,5,0,5,4,0,0,120,124.0,neutral or dissatisfied
516,517,Female,Loyal Customer,34,Business travel,Eco,3259,3,1,5,0,0,4,3,5,3,2,2,2,1,3,49,77.0,satisfied
517,518,Female,Loyal Customer,40,Personal Travel,Business,4875,1,2,3,1,0,1,3,2,0,0,5,4,0,3,40,48.0,neutral or dissatisfied
518,519,Female,disloyal Customer,41,Personal Travel,Business,4630,0,0,4,3,2,3,2,3,3,4,2,2,5,0,21,23.0,neutral or dissatisfied
519,520,Female,Loyal Customer,62,Personal Travel,Eco Plus,781,5,3,4,0,2,4,1,4,0,0,1,2,3,2,181,202.0,neutral or dissatisfied
520,521,Female,Loyal Customer,36,Business travel,Eco,1173,2,1,5,5,3,4,2,1,1,5,4,5,2,3,4,,neutral or dissatisfied
521,522,Male,Loyal Customer,22,Personal Travel,Eco Plus,2487,2,0,4,1,4,2,5,0,0,4,4,5,0,2,144,153.0,neutral or dissatisfied
522,523,Female,disloyal Customer,49,Business travel,Eco Plus,2494,1,5,0,2,5,0,3,5,3,0,3,4,3,1,77,93.0,neutral or dissatisfied
523,524,Male,disloyal Customer,61,Personal Travel,Eco,2793,0,4,1,0,2,3,2,2,4,0,5,0,4,3,230,255.0,neutral or dissatisfied
524,525,Female,disloyal Customer,18,Business travel,Business,1470,3,1,3,4,3,0,3,1,4,2,1,1,1,5,296,292.0,satisfied
525,526,Male,Loyal Customer,40,Business travel,Eco,4844,1,5,0,3,4,5,2,0,1,0,2,0,5,0,208,,neutral or dissatisfied
526,527,Male,disloyal Customer,54,Business travel,Eco Plus,4440,0,5,5,1,5,5,4,5,3,4,3,0,3,2,162,170.0,satisfied
527,528,Female,disloyal Customer,25,Personal Travel,Business,2256,4,5,3,0,0,3,3,3,0,5,1,5,4,5,167,171.0,satisfied
528,529,Female,Loyal Customer,30,Business travel,Eco Plus,2680,2,5,0,2,3,1,1,5,4,2,1,1,0,1,277,301.0,neutral or dissatisfied
529,530,Female,disloyal Customer,25,Personal Travel,Eco,4491,3,5,4,3,4,5,4,3,5,0,2,5,0,1,236,245.0,satisfied
530,531,Male,Loyal Customer,74,Business travel,Business,2259,5,1,5,3,3,2,5,0,2,2,2,5,4,3,175,183.0,satisfied
531,532,Female,Loyal Customer,40,Personal Travel,Business,3348,3,3,5,0,2,1,2,5,3,3,4,5,5,3,52,77.0,satisfied
532,533,Male,Loyal Customer,60,Personal Travel,Eco,3831,5,2,3,2,1,4,5,2,5,2,5,3,4,5,9,32.0,satisfied
533,534,Male,Loyal Customer,18,Personal Travel,Business,3929,3,5,4,5,0,5,3,5,5,5,3,0,1,4,145,166.0,satisfied
534,535,Male,Loyal Customer,62,Business travel,Eco Plus,1727,2,5,3,5,2,2,4,0,3,3,5,0,0,4,226,241.0,neutral or dissatisfied
535,536,Female,Loyal Customer,68,Business travel,Eco Plus,3572,5,2,2,1,2,4,5,1,2,3,3,0,4,3,235,238.0,satisfied
536,537,Female,Loyal Customer,41,Business travel,Eco Plus,127,0,1,0,0,4,1,1,1,4,2,1,3,2,4,241,255.0,neutral or dissatisfied
537,538,Male,disloyal Customer,52,Personal Travel,Eco,2085,5,0,2,1,3,3,3,5,2,4,2,2,2,0,70,99.0,neutral or dissatisfied
538,539,Male,Loyal Customer,41,Business travel,Business,4253,1,4,0,5,0,4,4,5,1,5,2,4,4,5,157,,satisfied
539,540,Female,Loyal Customer,34,Business travel,Eco Plus,1621,0,4,1,3,2,0,5,3,0,4,1,4,1,0,18,36.0,neutral or dissatisfied
540,541,Male,Loyal Customer,22,Business travel,Business,396,1,0,5,1,4,3,4,0,0,5,1,3,0,4,54,,satisfied
541,542,Female,disloyal Customer,37,Business travel,Eco,2281,3,1,3,2,0,3,4,3,5,5,3,0,2,3,214,219.0,satisfied
542,543,Male,Loyal Customer,38,Personal Travel,Business,3502,0,4,1,4,3,1,5,2,4,4,1,4,4,0,208,210.0,neutral or dissatisfied
543,544,Female,Loyal Customer,57,Business travel,Eco Plus,2396,3,2,1,5,2,1,0,1,2,1,3,3,4,1,20,17.0,neutral or dissatisfied
544,545,Male,disloyal Customer,48,Personal Travel,Business,2697,4,0,5,5,5,2,2,4,5,3,5,5,3,3,281,,satisfied
545,546,Female,Loyal Customer,63,Business travel,Business,1001,3,3,5,2,2,2,3,4,3,2,2,1,4,5,248,245.0,satisfied
546,547,Male,Loyal Customer,53,Business travel,Business,1198,3,1,0,1,2,0,3,0,5,4,2,4,1,2,27,46.0,satisfied
547,548,Female,Loyal Customer,28,Business travel,Business,1777,1,0,2,0,0,3,3,0,3,4,2,1,2,2,295,300.0,neutral or dissatisfied
548,549,Female,disloyal Customer,69,Business travel,Eco,2981,5,4,4,3,0,0,4,4,3,2,5,0,3,3,210,220.0,satisfied
549,550,Male,Loyal Customer,32,Business travel,Business,4966,4,1,0,4,0,0,5,0,1,3,5,4,2,4,284,295.0,satisfied
550,551,Male,disloyal Customer,36,Personal Travel,Eco,1478,3,2,4,0,0,1,2,1,1,2,4,3,2,0,19,37.0,neutral or dissatisfied
551,552,Female,Loyal Customer,24,Business travel,Eco,1348,3,1,1,0,4,0,1,2,3,5,3,2,1,0,19,30.0,neutral or dissatisfied
552,553,Male,disloyal Customer,68,Personal Travel,Eco Plus,3835,4,1,4,2,1,0,3,2,4,1,3,4,4,3,119,133.0,neutral or dissatisfied
553,554,Female,disloyal Customer,45,Business travel,Business,4341,4,2,2,1,4,4,5,3,1,5,4,4,1,1,96,112.0,satisfied
554,555,Male,disloyal Customer,68,Business travel,Business,1364,0,5,0,5,2,2,2,1,1,1,2,4,4,5,119,119.0,neutral or dissatisfied
555,556,Female,Loyal Customer,60,Personal Travel,Eco,2007,1,2,5,5,4,2,2,0,0,2,3,4,3,4,24,,neutral or dissatisfied
556,557,Female,disloyal Customer,22,Business travel,Business,1158,4,1,2,2,3,3,0,0,5,5,3,3,1,1,152,160.0,neutral or dissatisfied
557,558,Female,Loyal Customer,22,Business travel,Business,2849,4,2,2,1,5,2,5,3,0,3,2,3,1,3,244,249.0,satisfied
558,559,Female,Loyal Customer,47,Business travel,Eco Plus,2148,2,5,0,2,0,5,3,3,4,5,1,2,5,3,259,265.0,satisfied
559,560,Female,Loyal Customer,71,Business travel,Eco,4348,5,0,5,5,3,3,4,0,1,4,1,3,0,1,3,,neutral or dissatisfied
560,561,Female,disloyal Customer,49,Personal Travel,Eco,2576,4,2,2,0,5,4,2,0,1,1,4,3,1,2,142,141.0,neutral or dissatisfied
561,562,Male,disloyal Customer,25,Business travel,Business,4116,1,2,5,3,3,2,2,1,2,1,5,0,5,3,281,295.0,neutral or dissatisfied
562,563,Male,disloyal Customer,27,Personal Travel,Eco,4703,5,1,3,1,2,4,1,3,4,3,3,0,0,5,219,228.0,satisfied
563,564,Male,Loyal Customer,55,Personal Travel,Business,3297,5,0,3,4,0,2,0,1,5,1,3,1,4,4,159,179.0,satisfied
564,565,Female,Loyal Customer,64,Business travel,Business,4686,3,3,3,4,3,2,2,5,5,1,4,2,4,1,75,102.0,satisfied
565,566,Female,disloyal Customer,49,Personal Travel,Eco,3653,3,3,4,0,2,4,2,0,5,3,4,0,4,2,98,122.0,neutral or dissatisfied
566,567,Female,Loyal Customer,65,Business travel,Business,4540,3,4,2,2,0,0,4,4,4,5,3,2,5,1,179,197.0,satisfied
567,568,Female,Loyal Customer,45,Personal Travel,Business,1861,3,2,0,2,1,0,4,4,2,2,2,2,5,2,126,143.0,neutral or dissatisfied
568,569,Male,Loyal Customer,34,Business travel,Business,320,2,2,0,5,2,0,1,5,2,5,2,4,0,2,31,34.0,satisfied
569,570,Male,Loyal Customer,48,Personal Travel,Eco,4918,4,0,4,0,4,5,5,0,0,4,5,5,4,5,264,261.0,satisfied
570,571,Female,Loyal Customer,25,Business travel,Eco,4723,3,5,0,5,0,0,1,3,4,4,3,5,2,4,12,13.0,satisfied
571,572,Male,Loyal Customer,57,Business travel,Eco,2988,0,3,3,5,3,2,1,4,4,1,3,5,1,3,201,217.0,neutral or dissatisfied
572,573,Male,Loyal Customer,42,Personal Travel,Eco,1764,3,4,2,4,5,1,4,3,2,4,3,2,5,2,17,,neutral or dissatisfied
573,574,Female,Loyal Customer,26,Personal Travel,Business,4086,4,0,0,5,3,4,5,4,3,2,3,4,5,3,92,115.0,satisfied
574,575,Male,disloyal Customer,19,Business travel,Eco Plus,4676,3,2,0,5,4,1,4,3,3,1,4,1,5,4,279,289.0,satisfied
